chain,NAO,5,0.000042,0.042000
stay,NAO,5,0.000032,0.032000
somebody,NAO,5,0.000012,0.012000
part,NAO,5,0.000035,0.035000
work,NAO,5,0.000027,0.027000
wish,SIM,4,0.000080,0.080000
maybe,SIM,4,0.000153,0.153000
your,SIM,4,0.000139,0.139000
freedom,SIM,3,0.000122,0.122000
underground,SIM,3,0.000124,0.124000
